customer_id,bank_id,first_name,last_name,account_no,account_type,phone
74,46,Deepa,Nair,8994207764,Saving,9162954537
75,88,Anjali,Chauhan,8147355690,Saving,9755348710
76,13,Meena,Bhattacharya,8211434969,Current,9788924346
77,44,Swati,Nair,4585953597,Saving,9792211647
78,84,Meena,Bansal,9778533695,Saving,9317597256
79,60,Suresh,Bansal,4658938572,Saving,9731721448
80,6,Suresh,Joshi,8337869137,Saving,9168907950
81,35,Swati,Nair,1587204292,Saving,9581516251
82,26,Arjun,Yadav,9714822352,Saving,9542644092
83,30,Kavita,Joshi,2943442524,Saving,9353787410
84,4,Meena,Joshi,3635068417,Current,9587340453
85,86,Rohan,Joshi,2320703370,Current,9132630436
86,3,Meena,Chauhan,9828243194,Current,9791960841
87,40,Suresh,Bansal,3059836198,Saving,9827034715
88,51,Manish,Chauhan,9556565197,Current,9426651926
89,79,Arjun,Joshi,9445450939,Saving,9207552045
90,28,Kavita,Yadav,4938569487,Saving,9105467620
91,95,Vijay,Das,1694656381,Saving,9904943187
92,95,Vijay,Das,1384803297,Saving,9731790770
93,81,Manish,Nair,6545628521,Current,9870377402
94,24,Kavita,Bansal,2753309327,Saving,9392002473
95,99,Manish,Pandey,3316748624,Current,9276527321
96,18,Swati,Deshmukh,9022369076,Saving,9239336348
97,32,Manish,Pandey,4881036304,Saving,9938207597
98,2,Arjun,Bhattacharya,9349416505,Saving,9642446491
99,67,Rohan,Chauhan,9610512515,Current,9239458823
100,64,Kavita,Bhattacharya,6887516277,Current,9550459080
101,82,Rohan,Nair,8786604943,Saving,9851919834
102,69,Deepa,Das,3471673103,Saving,9272559020
103,79,Kavita,Chauhan,5495574371,Current,9138427904
104,39,Meena,Chauhan,6738108392,Current,9390386224
105,91,Rohan,Bansal,2455950682,Saving,9732293886
106,89,Meena,Yadav,1285375962,Saving,9323686994
107,13,Kavita,Kulkarni,5530180873,Saving,9947890014
108,19,Manish,Yadav,3314201455,Saving,9164586874
109,16,Suresh,Joshi,4864884017,Saving,9698970559
110,45,Rohan,Chauhan,9123438193,Current,9440559457
111,33,Kavita,Kulkarni,2564283885,Saving,9660301829
112,11,Kavita,Bansal,2076092442,Current,9641442106
113,93,Deepa,Chauhan,7025060254,Saving,9823218078
114,43,Vijay,Chauhan,1557427034,Saving,9989105748
115,21,Anjali,Deshmukh,6832996494,Saving,9406020391
116,49,Arjun,Deshmukh,5803595189,Current,9842191298
117,90,Manish,Joshi,3745122133,Current,9145055934
118,61,Rohan,Pandey,8374050529,Saving,9317827693
119,43,Meena,Deshmukh,7261079575,Current,9544102760
120,90,Anjali,Joshi,6561280144,Saving,9120562739
121,64,Vijay,Bansal,7274402198,Saving,9907714123
122,11,Manish,Joshi,9141248831,Saving,9523220746
123,67,Kavita,Yadav,3727617278,Saving,9709824343
124,14,Swati,Bansal,3326551021,Current,9879958752
125,80,Meena,Nair,6539424047,Current,9967634268
126,58,Swati,Chauhan,6568915274,Saving,9567705191
127,76,Anjali,Yadav,8399428199,Saving,9636488326
128,35,Rohan,Bansal,6750518551,Saving,9448367862
129,41,Kavita,Yadav,5048873219,Saving,9894070105
130,89,Manish,Joshi,3320506639,Saving,9146988306
131,100,Swati,Nair,7267082104,Saving,9899088771
132,29,Vijay,Kulkarni,8050566888,Saving,9895202048
133,4,Kavita,Nair,8407986182,Current,9624741615
134,9,Swati,Chauhan,4965772758,Saving,9215066769
135,10,Arjun,Pandey,1786824534,Saving,9576284914
136,45,Kavita,Yadav,7787355360,Current,9364922483
137,13,Anjali,Bhattacharya,9558814813,Saving,9131333147
138,6,Rohan,Chauhan,3296801189,Saving,9427383504
139,89,Manish,Joshi,7266040698,Current,9561882173
140,98,Meena,Bansal,2414274317,Current,9506148009
141,3,Kavita,Bhattacharya,9924103606,Saving,9880651186
142,89,Meena,Joshi,7188771556,Current,9329686787
143,13,Vijay,Kulkarni,7147296808,Saving,9814784823
144,65,Deepa,Bhattacharya,9876314208,Saving,9629789212
145,95,Arjun,Bansal,6229224358,Saving,9109935883
146,76,Suresh,Das,2569487362,Saving,9227426493
147,56,Arjun,Chauhan,7670073514,Saving,9346872084
148,82,Deepa,Chauhan,9396458535,Saving,9831275800
149,31,Deepa,Yadav,8109385995,Saving,9674760738
150,98,Swati,Chauhan,4834463367,Saving,9988054413
151,24,Arjun,Yadav,5658646761,Saving,9595992180
152,24,Meena,Nair,7306877986,Current,9717424680
153,20,Kavita,Kulkarni,8932459056,Saving,9590817030
154,49,Deepa,Yadav,6778810915,Current,9881287326
155,55,Manish,Das,7792699742,Current,9674300365
156,93,Anjali,Yadav,4885419628,Current,9441215667
157,83,Rohan,Nair,7917576118,Saving,9196083987
158,40,Swati,Joshi,3854704496,Saving,9468888317
159,45,Meena,Joshi,7028733160,Saving,9262280215
160,45,Vijay,Kulkarni,5579118257,Saving,9549567571
161,39,Deepa,Joshi,5140000896,Current,9995862858
162,26,Suresh,Nair,9911247294,Current,9982184619
163,82,Anjali,Deshmukh,5451588737,Current,9123649153
164,78,Rohan,Kulkarni,2830493500,Saving,9705006828
165,29,Arjun,Deshmukh,5047948658,Saving,9729505446
166,96,Manish,Yadav,8664753687,Saving,9303031494
167,70,Swati,Pandey,1590802528,Current,9752667283
168,70,Suresh,Deshmukh,4817742024,Saving,9591679260
169,92,Anjali,Bhattacharya,8736168984,Current,9304750341
170,46,Meena,Kulkarni,2740364987,Saving,9576753610
171,37,Kavita,Chauhan,6210422947,Saving,9463365793
172,91,Suresh,Nair,5189513969,Saving,9242331792
173,29,Arjun,Pandey,8721118849,Saving,9442595637
174,39,Manish,Nair,9467053619,Saving,9137970661
175,100,Arjun,Chauhan,2227208076,Current,9379083816
176,69,Kavita,Joshi,3096862929,Saving,9301982635
177,16,Manish,Pandey,8737404326,Saving,9176250222
178,69,Meena,Chauhan,5810984669,Current,9754497223
179,33,Meena,Joshi,6337915478,Saving,9348207037
180,73,Anjali,Chauhan,7106216710,Saving,9977373244
181,39,Vijay,Bansal,9221922383,Saving,9321687469
182,68,Vijay,Chauhan,8344157522,Saving,9806901344
183,22,Rohan,Bansal,8802743741,Saving,9798956833
184,6,Vijay,Bansal,7537643040,Saving,9380491887
185,19,Rohan,Das,9759610882,Saving,9557718558
186,62,Arjun,Nair,6463303393,Current,9176701484
187,27,Manish,Deshmukh,9863013505,Saving,9624627565
188,54,Arjun,Chauhan,5794245300,Saving,9251472296
189,33,Arjun,Chauhan,9032954920,Saving,9348760062
190,18,Kavita,Joshi,6585923201,Saving,9968057830
191,88,Meena,Kulkarni,2504857231,Saving,9613771357
192,9,Rohan,Nair,5824086690,Saving,9931837889
193,53,Suresh,Pandey,9100110842,Current,9206491914
194,36,Kavita,Deshmukh,7292950313,Saving,9419459553
195,40,Kavita,Joshi,5945790562,Saving,9391954509
196,83,Arjun,Bansal,2214018742,Saving,9112304362
197,92,Kavita,Deshmukh,6805506847,Saving,9306690529
198,70,Suresh,Bhattacharya,6061718356,Saving,9603103212
199,27,Suresh,Joshi,8836067831,Saving,9424756859
200,88,Vijay,Bansal,3526286638,Saving,9761580049
201,62,Suresh,Bansal,5348643862,Current,9499744996
202,4,Vijay,Bansal,5663363073,Saving,9788325829
203,75,Anjali,Kulkarni,6244363790,Saving,9571306654
204,52,Vijay,Bhattacharya,9500273335,Current,9943138246
205,89,Anjali,Deshmukh,9078698726,Current,9966045309
206,14,Anjali,Nair,7636996685,Saving,9250160742
207,57,Anjali,Das,3259281350,Saving,9487410997
208,95,Rohan,Das,2382745977,Current,9120802913
209,12,Arjun,Joshi,2334349146,Saving,9404624940
210,28,Suresh,Joshi,6305002798,Current,9468486243
211,3,Manish,Yadav,3194753152,Saving,9488925982
212,97,Kavita,Chauhan,4860324288,Saving,9650953543
213,43,Manish,Pandey,2668388261,Saving,9355416642
214,98,Arjun,Kulkarni,9003128949,Saving,9117947149
215,10,Swati,Yadav,4856262821,Saving,9341846019
216,93,Meena,Nair,2020248990,Saving,9375771829
217,33,Anjali,Yadav,6521874336,Saving,9287089721
218,38,Arjun,Nair,1042254050,Saving,9447358170
219,62,Manish,Kulkarni,1867180596,Saving,9917798518
220,18,Arjun,Bansal,6064829305,Saving,9994868947
221,38,Vijay,Deshmukh,5029046577,Saving,9770006691
222,17,Kavita,Pandey,6001537408,Saving,9472544221
223,54,Deepa,Bhattacharya,2389633100,Current,9766927461
224,67,Kavita,Pandey,5989232542,Saving,9157953657
225,16,Suresh,Bansal,8958404381,Saving,9888434715
226,31,Meena,Kulkarni,4070646829,Saving,9122323376
227,78,Suresh,Bhattacharya,4793773180,Saving,9587759710
228,85,Arjun,Nair,9866136649,Current,9796587885
229,41,Rohan,Nair,6574034400,Current,9419344475
230,60,Anjali,Yadav,2926449307,Saving,9221594075
231,19,Meena,Joshi,7715199673,Saving,9469058370
232,36,Meena,Pandey,6027919429,Current,9104575470
233,29,Rohan,Bansal,3471981985,Current,9606918016
234,86,Kavita,Bansal,3346358550,Saving,9383527479
235,92,Kavita,Bhattacharya,3629872885,Saving,9292003948
236,3,Suresh,Kulkarni,2156810880,Saving,9197503655
237,6,Suresh,Deshmukh,9895942512,Saving,9222773775
238,14,Meena,Bhattacharya,6023384471,Saving,9361706937
239,35,Arjun,Chauhan,6287258282,Saving,9325952950
240,6,Anjali,Bansal,2621387393,Saving,9505710158
241,56,Arjun,Das,4596047227,Current,9557868050
242,66,Arjun,Das,6873793819,Saving,9177786187
243,32,Rohan,Bansal,1253468314,Current,9636875493
244,51,Vijay,Joshi,9398373964,Saving,9608746291
245,59,Kavita,Yadav,4679419037,Saving,9634336765
246,58,Meena,Yadav,7922794505,Saving,9297025847
247,34,Suresh,Bansal,6267015386,Saving,9225356638
248,71,Suresh,Bhattacharya,2270077285,Saving,9387439835
249,96,Arjun,Yadav,3162371055,Saving,9760314593
250,38,Vijay,Pandey,1244246761,Current,9103171745
251,50,Meena,Bansal,2482898846,Saving,9568778954
252,37,Deepa,Kulkarni,2620535154,Saving,9737770668
253,5,Vijay,Bhattacharya,5041940237,Current,9444879605
254,81,Vijay,Bansal,4359523909,Saving,9904220129
255,19,Kavita,Chauhan,7953902452,Current,9283097498
256,50,Swati,Kulkarni,6155955766,Current,9409079368
257,24,Swati,Bansal,5901500588,Saving,9483751886
258,76,Vijay,Bansal,1393083168,Saving,9275521232
259,26,Kavita,Kulkarni,5334164232,Saving,9991152651
260,100,Rohan,Bhattacharya,4072242661,Saving,9761374089
261,76,Arjun,Joshi,5072238861,Saving,9765657790
262,33,Kavita,Kulkarni,9621833340,Current,9417564177
263,26,Kavita,Yadav,4232940245,Current,9711682204
264,77,Vijay,Bansal,5940241540,Current,9283828376
265,82,Meena,Yadav,2153232644,Saving,9550377042
266,6,Vijay,Yadav,7978718060,Saving,9923744400
267,78,Arjun,Chauhan,1316626786,Saving,9836748536
268,64,Anjali,Bansal,7347493415,Saving,9753686873
269,56,Kavita,Nair,5646084819,Saving,9518164445
270,34,Swati,Pandey,2205397517,Saving,9726296204
271,23,Deepa,Deshmukh,5133934655,Saving,9963630339
272,75,Deepa,Nair,3237656279,Saving,9862237342
273,60,Swati,Kulkarni,3763917460,Saving,9749160889
274,35,Rohan,Deshmukh,3696694587,Saving,9900525867
275,27,Manish,Bhattacharya,2895449422,Saving,9672681114
276,59,Deepa,Kulkarni,7384515246,Current,9151822649
277,31,Arjun,Das,9949616280,Current,9851855720
278,68,Rohan,Pandey,6378251195,Saving,9360530702
279,88,Arjun,Yadav,7325065526,Saving,9813558583
280,78,Anjali,Joshi,4355063571,Current,9233200767
281,63,Suresh,Nair,2361745493,Current,9826170850
282,72,Manish,Bhattacharya,7030745140,Saving,9745238127
283,78,Rohan,Deshmukh,8002627951,Saving,9946712185
284,5,Anjali,Chauhan,2426589607,Current,9357279872
285,86,Suresh,Bhattacharya,3299857041,Saving,9991874545
286,91,Suresh,Pandey,8188372810,Saving,9364414840
287,25,Kavita,Bansal,1977112491,Saving,9987869041
288,89,Manish,Bhattacharya,2692428830,Saving,9191474957
289,63,Manish,Das,4095628660,Saving,9978531032
290,7,Suresh,Das,7353905398,Saving,9441833790
291,73,Deepa,Das,2372239627,Saving,9195123497
292,55,Kavita,Bhattacharya,2786039239,Current,9247819650
293,92,Rohan,Deshmukh,6093546262,Saving,9593161902
294,70,Arjun,Kulkarni,1376062204,Current,9451392745
295,77,Kavita,Das,2647089277,Saving,9569556765
296,38,Deepa,Bhattacharya,7898657043,Current,9274441553
297,22,Suresh,Das,5362009120,Saving,9345607612
298,26,Kavita,Bhattacharya,3859116787,Current,9314409217
299,17,Meena,Deshmukh,2871644964,Current,9889547416
300,2,Rohan,Yadav,5049290802,Saving,9510541070
301,55,Kavita,Nair,7415068684,Current,9789893258
302,13,Vijay,Joshi,2165099466,Current,9543410413
303,11,Anjali,Das,7281824779,Current,9132869810
304,49,Swati,Chauhan,5645151316,Current,9444218779
305,46,Suresh,Kulkarni,1445509611,Saving,9759077567
306,58,Kavita,Chauhan,9548339352,Current,9303925036
307,95,Rohan,Deshmukh,2438088646,Saving,9370559027
308,98,Swati,Nair,2356827099,Saving,9899814150
309,34,Swati,Pandey,2140507213,Saving,9849288821
310,53,Manish,Pandey,6369887761,Current,9238191809
311,26,Rohan,Deshmukh,9898196715,Saving,9595845586
312,31,Manish,Kulkarni,2205441449,Saving,9995353386
313,16,Swati,Kulkarni,9832602590,Saving,9100865743
314,96,Deepa,Bansal,6262039071,Current,9704762388
315,34,Swati,Pandey,4780311229,Saving,9569958203
316,44,Swati,Bhattacharya,3494915647,Current,9707320768
317,13,Deepa,Joshi,7756033879,Saving,9260058132
318,54,Meena,Kulkarni,6121957858,Current,9644566977
319,5,Kavita,Chauhan,8478218154,Saving,9759867544
320,61,Deepa,Bhattacharya,2831950491,Saving,9453085579
321,80,Deepa,Bhattacharya,9643361805,Saving,9703818959
322,29,Anjali,Nair,6341632665,Saving,9156360070
323,23,Arjun,Kulkarni,1898802816,Current,9219167881
324,92,Rohan,Das,6357424010,Current,9509380689
325,49,Suresh,Kulkarni,7936420282,Saving,9481419612
326,55,Kavita,Deshmukh,2266615852,Saving,9124148133
327,29,Deepa,Kulkarni,9061282782,Saving,9981088882
328,94,Swati,Kulkarni,9079536611,Saving,9487353897
329,90,Meena,Kulkarni,4258875763,Current,9275930247
330,21,Rohan,Pandey,7333827725,Saving,9562455552
331,87,Arjun,Bansal,4607129609,Saving,9877433229
332,52,Rohan,Joshi,8466102654,Saving,9966020391
333,35,Manish,Joshi,1362488188,Saving,9291103965
334,63,Rohan,Kulkarni,8648553654,Saving,9493441697
335,37,Rohan,Joshi,6748511302,Current,9212912383
336,70,Manish,Bhattacharya,3268649606,Saving,9230565489
337,26,Arjun,Pandey,7187602953,Saving,9463833879
338,14,Kavita,Kulkarni,2417698972,Saving,9863094960
339,35,Meena,Deshmukh,9843548974,Saving,9859869952
340,59,Deepa,Kulkarni,2275386749,Current,9329639784
341,85,Arjun,Pandey,3719907562,Saving,9818305949
342,57,Arjun,Joshi,2573729532,Saving,9319477184
343,7,Rohan,Deshmukh,5241464842,Saving,9121540808
344,26,Meena,Joshi,1349992068,Saving,9565285339
345,22,Anjali,Joshi,7370294047,Saving,9245465567
346,72,Suresh,Nair,8407306772,Saving,9367028549
347,83,Deepa,Nair,3830383525,Saving,9263276900
348,11,Vijay,Kulkarni,4655161398,Saving,9834374413
349,11,Rohan,Chauhan,1834817984,Saving,9959017589
350,98,Deepa,Yadav,4516269505,Current,9208126249
351,80,Arjun,Chauhan,7182622183,Current,9311932059
352,54,Manish,Kulkarni,6249746926,Current,9292778185
353,90,Anjali,Deshmukh,5873343974,Saving,9200386610
354,40,Vijay,Yadav,9987125290,Saving,9683877522
355,16,Manish,Das,4766477621,Current,9569164677
356,41,Vijay,Nair,3092912256,Saving,9446588788
357,20,Anjali,Nair,2808834976,Saving,9195720869
358,24,Vijay,Bansal,7636711152,Current,9478513907
359,42,Manish,Pandey,2043549536,Saving,9875875504
360,47,Kavita,Das,1135671978,Saving,9853329309
361,43,Deepa,Das,4841862884,Saving,9166596631
362,76,Vijay,Nair,1430509652,Saving,9348959865
363,56,Kavita,Deshmukh,2294364777,Current,9349245644
364,58,Vijay,Yadav,8714047126,Saving,9912420886
365,60,Anjali,Joshi,9012197241,Saving,9577733680
366,26,Manish,Chauhan,7532895479,Saving,9191748539
367,51,Vijay,Yadav,6604127949,Current,9375702515
368,82,Vijay,Yadav,5675289771,Saving,9286055994
369,14,Vijay,Pandey,5301993300,Saving,9692784475
370,47,Arjun,Yadav,5085183587,Saving,9544452185
371,83,Deepa,Bansal,4893932142,Saving,9450246687
372,24,Meena,Bhattacharya,8551498430,Current,9850217175
373,72,Kavita,Yadav,9362242243,Saving,9149976269
374,24,Anjali,Pandey,8610821242,Current,9855250394
375,48,Meena,Pandey,3775737391,Saving,9659680997
376,15,Meena,Bansal,7722531482,Saving,9431191520
377,8,Arjun,Bhattacharya,7939691271,Current,9943134303
378,37,Anjali,Bhattacharya,4140876460,Saving,9939151381
379,72,Anjali,Bhattacharya,5399022823,Saving,9762296803
380,83,Anjali,Deshmukh,4455135166,Saving,9286671142
381,11,Vijay,Deshmukh,3645392176,Current,9969958203
382,56,Suresh,Chauhan,6401197605,Current,9441317274
383,29,Arjun,Yadav,8535431060,Saving,9797531990
384,30,Rohan,Yadav,1468330026,Saving,9966785380
385,49,Rohan,Bansal,9558933153,Current,9563820838
386,57,Suresh,Pandey,3984115502,Saving,9257644690
387,12,Swati,Das,5463247118,Current,9719219510
388,8,Arjun,Pandey,4513375294,Saving,9441960246
389,21,Anjali,Nair,1796677628,Saving,9773838429
390,71,Meena,Nair,9122607556,Current,9203944978
391,98,Manish,Nair,6859045926,Saving,9668320332
392,94,Meena,Joshi,1262599732,Current,9442770251
393,17,Deepa,Bansal,8317878047,Saving,9703322882
394,96,Suresh,Pandey,5421669338,Saving,9900023204
395,81,Swati,Deshmukh,2606821360,Saving,9267834515
396,36,Rohan,Pandey,4591386952,Current,9869443546
397,10,Anjali,Yadav,3382656304,Saving,9165603040
398,73,Arjun,Chauhan,6359512891,Saving,9339513129
399,28,Rohan,Nair,4547995889,Saving,9992414871
400,94,Swati,Bansal,2625100451,Saving,9222634201
401,55,Arjun,Bhattacharya,2692656857,Current,9826920533
402,94,Swati,Bhattacharya,6784540926,Current,9718907243
403,79,Swati,Bhattacharya,9056281084,Saving,9939117128
404,46,Vijay,Chauhan,4019308223,Saving,9353737066
405,69,Manish,Nair,4900699888,Saving,9359228282
406,92,Vijay,Chauhan,6865245671,Saving,9547155868
407,88,Rohan,Yadav,6086378497,Current,9714749065
408,27,Vijay,Pandey,2420663643,Current,9599268999
409,6,Kavita,Deshmukh,6130567471,Saving,9258053252
410,18,Arjun,Bansal,4944815752,Saving,9875762048
411,53,Rohan,Kulkarni,9934344024,Saving,9139066863
412,74,Kavita,Pandey,7370803670,Saving,9420412940
413,37,Rohan,Pandey,4461186928,Saving,9827150155
414,57,Meena,Nair,8070536252,Current,9613426212
415,31,Anjali,Deshmukh,9158795575,Saving,9969263949
416,37,Rohan,Bhattacharya,1103581945,Current,9307899725
417,95,Swati,Nair,7519891635,Saving,9478431278
418,73,Suresh,Nair,4505578681,Current,9162961807
419,91,Suresh,Joshi,8057517826,Current,9603243193
420,67,Arjun,Bhattacharya,7080061866,Saving,9149791624
421,8,Rohan,Bhattacharya,7140206489,Current,9918779595
422,99,Manish,Chauhan,9984220968,Saving,9973873845
423,93,Suresh,Bansal,5502900981,Saving,9735878233
424,55,Anjali,Pandey,2944534037,Saving,9492801759
425,86,Meena,Deshmukh,5819518157,Saving,9704813606
426,1,Anjali,Deshmukh,2617285189,Current,9420423157
427,11,Rohan,Nair,1196065122,Saving,9930993121
428,14,Kavita,Joshi,3737465762,Saving,9694813728
429,40,Manish,Kulkarni,6681419608,Saving,9695967819
430,43,Suresh,Bansal,6413892849,Saving,9509934532
431,84,Swati,Kulkarni,3604508824,Saving,9239628658
432,14,Arjun,Yadav,5058484003,Saving,9172978752
433,90,Vijay,Bhattacharya,8927837542,Current,9290380971
434,90,Swati,Das,2673503268,Saving,9712663195
435,53,Arjun,Bhattacharya,4496120561,Saving,9326036056
436,90,Arjun,Bansal,7322554647,Current,9442604928
437,99,Anjali,Bhattacharya,8671936187,Saving,9480626755
438,30,Arjun,Bansal,4916479760,Saving,9735597910
439,15,Manish,Yadav,6012117086,Saving,9767328461
440,62,Vijay,Yadav,3798433805,Saving,9939707183
441,61,Deepa,Chauhan,5530028873,Current,9285205351
442,51,Manish,Kulkarni,6032330444,Saving,9123566847
443,65,Meena,Bansal,5033331222,Current,9977882216
444,29,Swati,Yadav,2919635210,Saving,9307008369
445,83,Arjun,Pandey,3172644152,Saving,9437662789
446,30,Deepa,Nair,7079303885,Saving,9153070767
447,17,Suresh,Bhattacharya,6642236150,Current,9855435523
448,99,Vijay,Pandey,1505005322,Saving,9517348353
449,91,Deepa,Kulkarni,6286312062,Current,9782096967
450,87,Meena,Yadav,3724001421,Saving,9311887078
451,51,Meena,Yadav,4063233848,Saving,9998454962
452,61,Manish,Bansal,4981495122,Current,9287797591
453,31,Anjali,Yadav,4687774995,Saving,9324419080
454,96,Deepa,Nair,1015854197,Saving,9323207509
455,93,Kavita,Pandey,8176333700,Saving,9875056933
456,52,Arjun,Nair,9485880890,Current,9611340102
457,88,Meena,Nair,1770418859,Saving,9687791664
458,61,Rohan,Nair,6654269990,Current,9736650909
459,21,Manish,Chauhan,6914004364,Saving,9159133087
460,86,Suresh,Das,3480416539,Current,9277107298
461,48,Suresh,Bansal,5993281908,Current,9366592379
462,78,Manish,Das,3742496225,Saving,9661181610
463,19,Deepa,Joshi,2151383755,Saving,9641328348
464,29,Rohan,Pandey,5377970225,Saving,9836510610
465,91,Swati,Chauhan,9759152449,Current,9286741936
466,76,Kavita,Yadav,7857039114,Saving,9552229870
467,97,Deepa,Pandey,5509426896,Saving,9454364565
468,38,Swati,Bhattacharya,4000933144,Saving,9689069371
469,40,Manish,Bansal,6882532916,Saving,9247891100
470,75,Kavita,Deshmukh,5870847858,Saving,9379088823
471,21,Vijay,Bhattacharya,5131161038,Saving,9243432929
472,34,Deepa,Deshmukh,7173161963,Current,9647049004
473,32,Rohan,Yadav,1456310348,Saving,9738334798
474,47,Manish,Pandey,4127244885,Saving,9357809626
475,4,Arjun,Das,6182490948,Saving,9899175518
476,18,Meena,Chauhan,5950255568,Saving,9782811563
477,19,Suresh,Pandey,5166643725,Current,9903613096
478,56,Arjun,Kulkarni,1559321156,Current,9764861106
479,18,Deepa,Das,7115800451,Saving,9787795537
480,62,Meena,Bhattacharya,4430181376,Saving,9524504987
481,27,Vijay,Pandey,2402691947,Saving,9387950341
482,41,Kavita,Chauhan,4994040345,Saving,9433916211
483,29,Suresh,Chauhan,2544919374,Current,9235977843
484,22,Manish,Yadav,7226230204,Saving,9883315566
485,28,Kavita,Bansal,1978487511,Current,9684431851
486,8,Meena,Joshi,3091979955,Current,9999555367
487,77,Meena,Joshi,1107011350,Current,9515377391
488,25,Manish,Joshi,4167197034,Saving,9746343482
489,75,Swati,Deshmukh,9054265860,Saving,9196927839
490,5,Anjali,Das,3285096410,Saving,9837787486
491,34,Manish,Nair,1085599518,Current,9119676380
492,87,Swati,Pandey,5892162767,Saving,9102242001
493,79,Manish,Joshi,3999666563,Current,9633511090
494,93,Manish,Das,1078859953,Saving,9900807057
495,7,Meena,Chauhan,1021802825,Saving,9358910472
496,35,Rohan,Nair,1909100250,Current,9249497027
497,36,Meena,Nair,3104611341,Saving,9720852645
498,39,Meena,Chauhan,7595607498,Saving,9916707279
499,63,Arjun,Yadav,1456315838,Current,9109364292
